"#chr" "region_id" "TSS" "start" "end" "contexts" "original_data"
"chr16" "ENSG00000168434" 23453189 22388493 25240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168434.univariate_twas_weights.rds"
"chr6" "ENSG00000168438" 110180141 109180140 111254275 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168438.univariate_twas_weights.rds"
"chr11" "ENSG00000168439" 64185272 61200000 65204543 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168439.univariate_twas_weights.rds"
"chr8" "ENSG00000168453" 22133384 20200000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168453.univariate_twas_weights.rds"
"chr18" "ENSG00000168454" 9885726 8885725 12360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168454.univariate_twas_weights.rds"
"chr18" "ENSG00000168461" 9708275 8708274 12360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168461.univariate_twas_weights.rds"
"chr8" "ENSG00000168476" 22141951 20200000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168476.univariate_twas_weights.rds"
"chr6" "ENSG00000168477" 32115334 29640000 33560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168477.univariate_twas_weights.rds"
"chr8" "ENSG00000168481" 22157084 20200000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168481.univariate_twas_weights.rds"
"chr8" "ENSG00000168484" 22156913 20200000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168484.univariate_twas_weights.rds"
"chr8" "ENSG00000168487" 22165140 20200000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168487.univariate_twas_weights.rds"
"chr16" "ENSG00000168488" 28823048 25040000 34000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168488.univariate_twas_weights.rds"
"chr8" "ENSG00000168490" 22232101 20200000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168490.univariate_twas_weights.rds"
"chr4" "ENSG00000168491" 185471752 183400000 186471752 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168491.univariate_twas_weights.rds"
"chr8" "ENSG00000168495" 22245133 20200000 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168495.univariate_twas_weights.rds"
"chr11" "ENSG00000168496" 61792911 60792910 64320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168496.univariate_twas_weights.rds"
"chr2" "ENSG00000168497" 191847088 190834310 196080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168497.univariate_twas_weights.rds"
"chr18" "ENSG00000168502" 8705661 7705660 9832778 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168502.univariate_twas_weights.rds"
"chr2" "ENSG00000168505" 236168386 235165236 237168386 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168505.univariate_twas_weights.rds"
"chr1" "ENSG00000168509" 146036746 121600000 147036746 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168509.univariate_twas_weights.rds"
"chr17" "ENSG00000168517" 45160700 42560000 46680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168517.univariate_twas_weights.rds"
"chr8" "ENSG00000168522" 43034194 39000000 45920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168522.univariate_twas_weights.rds"
"chr1" "ENSG00000168528" 31409565 30409564 32440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168528.univariate_twas_weights.rds"
"chr4" "ENSG00000168538" 183659267 182659266 185640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168538.univariate_twas_weights.rds"
"chr11" "ENSG00000168539" 62921807 61200000 64320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168539.univariate_twas_weights.rds"
"chr2" "ENSG00000168542" 188974373 187480000 190012746 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168542.univariate_twas_weights.rds"
"chr8" "ENSG00000168546" 21812357 20200000 22812357 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168546.univariate_twas_weights.rds"
"chr4" "ENSG00000168556" 183505058 182505057 185640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168556.univariate_twas_weights.rds"
"chr4" "ENSG00000168564" 183444635 182444634 185640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168564.univariate_twas_weights.rds"
"chr6" "ENSG00000168566" 7590198 6560000 8611967 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168566.univariate_twas_weights.rds"
"chr11" "ENSG00000168569" 62792006 61200000 64320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168569.univariate_twas_weights.rds"
"chr8" "ENSG00000168575" 42541926 39000000 45920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168575.univariate_twas_weights.rds"
"chr2" "ENSG00000168582" 208163589 206000000 210280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168582.univariate_twas_weights.rds"
"chr16" "ENSG00000168589" 80540734 77200000 81550811 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168589.univariate_twas_weights.rds"
"chr17" "ENSG00000168591" 44186970 42560000 46680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168591.univariate_twas_weights.rds"
"chr4" "ENSG00000168594" 174829668 173829667 175978180 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168594.univariate_twas_weights.rds"
"chr17" "ENSG00000168610" 42388540 41313324 43388540 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168610.univariate_twas_weights.rds"
"chr20" "ENSG00000168612" 45881227 44120000 50160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168612.univariate_twas_weights.rds"
"chr8" "ENSG00000168615" 38996754 37720000 45920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168615.univariate_twas_weights.rds"
"chr5" "ENSG00000168621" 37840041 36812677 39600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168621.univariate_twas_weights.rds"
"chr17" "ENSG00000168646" 65561648 64528563 66561648 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168646.univariate_twas_weights.rds"
"chr1" "ENSG00000168653" 39026318 37440000 40040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168653.univariate_twas_weights.rds"
"chr2" "ENSG00000168658" 98087116 97040000 100600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168658.univariate_twas_weights.rds"
"chr19" "ENSG00000168661" 34926903 32720000 36320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168661.univariate_twas_weights.rds"
"chr5" "ENSG00000168671" 36071358 34920000 37400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168671.univariate_twas_weights.rds"
"chr8" "ENSG00000168672" 126558478 125552443 127558478 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168672.univariate_twas_weights.rds"
"chr18" "ENSG00000168675" 13217498 12160000 20920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168675.univariate_twas_weights.rds"
"chr16" "ENSG00000168676" 67326741 66289432 71160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168676.univariate_twas_weights.rds"
"chr1" "ENSG00000168679" 110391082 108200000 112800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168679.univariate_twas_weights.rds"
"chr5" "ENSG00000168685" 35852695 34852694 36879603 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168685.univariate_twas_weights.rds"
"chr16" "ENSG00000168701" 67227120 66227119 71160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168701.univariate_twas_weights.rds"
"chr2" "ENSG00000168702" 142131016 138880000 143131016 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168702.univariate_twas_weights.rds"
"chr1" "ENSG00000168710" 109984765 108200000 112800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168710.univariate_twas_weights.rds"
"chr5" "ENSG00000168724" 34929559 33929558 36120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168724.univariate_twas_weights.rds"
"chr20" "ENSG00000168734" 44531785 41400000 50160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168734.univariate_twas_weights.rds"
"chr4" "ENSG00000168743" 105894775 103120000 107960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168743.univariate_twas_weights.rds"
"chr16" "ENSG00000168748" 66844414 63320000 67854153 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168748.univariate_twas_weights.rds"
"chr2" "ENSG00000168754" 96986580 89240000 97986580 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168754.univariate_twas_weights.rds"
"chr2" "ENSG00000168758" 96870757 89240000 97870757 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168758.univariate_twas_weights.rds"
"chr2" "ENSG00000168763" 96816245 89240000 97835382 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168763.univariate_twas_weights.rds"
"chr1" "ENSG00000168765" 109656099 108200000 112800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168765.univariate_twas_weights.rds"
"chr4" "ENSG00000168769" 105145875 103120000 106279816 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168769.univariate_twas_weights.rds"
"chr4" "ENSG00000168772" 104494901 103120000 106240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168772.univariate_twas_weights.rds"
"chr12" "ENSG00000168778" 123671110 120080000 125080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168778.univariate_twas_weights.rds"
"chr3" "ENSG00000168779" 158106420 157095905 159106420 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168779.univariate_twas_weights.rds"
"chr15" "ENSG00000168781" 43590253 40280000 44590253 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168781.univariate_twas_weights.rds"
"chr4" "ENSG00000168785" 98658611 97470367 100000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168785.univariate_twas_weights.rds"
"chr17" "ENSG00000168792" 29567037 28360000 32440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168792.univariate_twas_weights.rds"
"chr9" "ENSG00000168795" 37465450 35600000 68320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168795.univariate_twas_weights.rds"
"chr16" "ENSG00000168802" 69132588 66880000 71160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168802.univariate_twas_weights.rds"
"chr15" "ENSG00000168803" 43330672 40280000 44354569 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168803.univariate_twas_weights.rds"
"chr15" "ENSG00000168806" 43330582 40280000 44330582 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168806.univariate_twas_weights.rds"
"chr16" "ENSG00000168807" 69187129 66880000 71160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168807.univariate_twas_weights.rds"
"chr3" "ENSG00000168811" 159988835 158640000 160996019 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168811.univariate_twas_weights.rds"
"chr19" "ENSG00000168813" 32345594 30680000 33387667 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168813.univariate_twas_weights.rds"
"chr4" "ENSG00000168818" 4542346 2960000 6640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168818.univariate_twas_weights.rds"
"chr4" "ENSG00000168824" 4348140 2960000 6640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168824.univariate_twas_weights.rds"
"chr4" "ENSG00000168826" 4290251 2960000 6640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168826.univariate_twas_weights.rds"
"chr3" "ENSG00000168827" 158644527 157520000 160640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168827.univariate_twas_weights.rds"
"chr6" "ENSG00000168830" 86937528 85600000 89840000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168830.univariate_twas_weights.rds"
"chr4" "ENSG00000168843" 162164004 159480000 163164004 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168843.univariate_twas_weights.rds"
"chr16" "ENSG00000168872" 70346861 66880000 75440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168872.univariate_twas_weights.rds"
"chr2" "ENSG00000168874" 85751344 84751343 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168874.univariate_twas_weights.rds"
"chr11" "ENSG00000168876" 94493979 93493978 96480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168876.univariate_twas_weights.rds"
"chr2" "ENSG00000168883" 85602856 84602855 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168883.univariate_twas_weights.rds"
"chr4" "ENSG00000168884" 2756342 0 4120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168884.univariate_twas_weights.rds"
"chr2" "ENSG00000168887" 85612066 84605254 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168887.univariate_twas_weights.rds"
"chr2" "ENSG00000168890" 85602698 84598547 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168890.univariate_twas_weights.rds"
"chr2" "ENSG00000168894" 85595725 84595724 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168894.univariate_twas_weights.rds"
"chr2" "ENSG00000168899" 85584431 84584430 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168899.univariate_twas_weights.rds"
"chr5" "ENSG00000168903" 180988846 177280000 181538259 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168903.univariate_twas_weights.rds"
"chr15" "ENSG00000168904" 99251362 98251361 100390729 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168904.univariate_twas_weights.rds"
"chr2" "ENSG00000168906" 85539168 84539167 88000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168906.univariate_twas_weights.rds"
"chr15" "ENSG00000168907" 42156636 40280000 43800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168907.univariate_twas_weights.rds"
"chr9" "ENSG00000168913" 34522990 33240000 36600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168913.univariate_twas_weights.rds"
"chr5" "ENSG00000168916" 124748807 123360000 126800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168916.univariate_twas_weights.rds"
"chr3" "ENSG00000168917" 136818647 135818646 137855888 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168917.univariate_twas_weights.rds"
"chr2" "ENSG00000168918" 233059967 232059966 235760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168918.univariate_twas_weights.rds"
"chr4" "ENSG00000168924" 1856156 0 4120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168924.univariate_twas_weights.rds"
"chr4" "ENSG00000168936" 1721358 0 4120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168936.univariate_twas_weights.rds"
"chr5" "ENSG00000168938" 123036725 121960000 124036725 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168938.univariate_twas_weights.rds"
"chr5" "ENSG00000168944" 123423592 121960000 126800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168944.univariate_twas_weights.rds"
"chr14" "ENSG00000168952" 25050297 23809656 26050297 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168952.univariate_twas_weights.rds"
"chr2" "ENSG00000168958" 227325151 224680000 231720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168958.univariate_twas_weights.rds"
"chr11" "ENSG00000168959" 89065945 87320000 90160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168959.univariate_twas_weights.rds"
"chr17" "ENSG00000168961" 27629798 22760000 28649560 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168961.univariate_twas_weights.rds"
"chr15" "ENSG00000168970" 41828116 40280000 43800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168970.univariate_twas_weights.rds"
"chr4" "ENSG00000168993" 826129 0 4120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168993.univariate_twas_weights.rds"
"chr6" "ENSG00000168994" 3751713 2722614 4751713 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168994.univariate_twas_weights.rds"
"chr19" "ENSG00000168995" 51142299 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000168995.univariate_twas_weights.rds"
"chr2" "ENSG00000169006" 11670195 10658178 13120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169006.univariate_twas_weights.rds"
"chr2" "ENSG00000169016" 11466177 10444375 12466177 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169016.univariate_twas_weights.rds"
"chr15" "ENSG00000169018" 68277745 67277744 69295862 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169018.univariate_twas_weights.rds"
"chr4" "ENSG00000169019" 47463702 44680000 51800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169019.univariate_twas_weights.rds"
"chr4" "ENSG00000169020" 674330 0 4120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169020.univariate_twas_weights.rds"
"chr19" "ENSG00000169021" 29213151 24440000 30213151 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169021.univariate_twas_weights.rds"
"chr4" "ENSG00000169026" 689271 0 4120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169026.univariate_twas_weights.rds"
"chr2" "ENSG00000169031" 227164624 224680000 231720000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169031.univariate_twas_weights.rds"
"chr15" "ENSG00000169032" 66386912 65280000 68240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169032.univariate_twas_weights.rds"
"chr19" "ENSG00000169035" 50984099 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169035.univariate_twas_weights.rds"
"chr5" "ENSG00000169045" 179634784 177280000 181538259 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch2_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000169045.univariate_twas_weights.rds"
